campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos2PtsTimeCasa,acertos3PtsTimeCasa,acertosTotaisTimeCasa,LancesLivresCertosTimeCasa,rebotesDefensivosTimeCasa,rebotesOfensivosTimeCasa,rebotesTotaisTimeCasa,assistsTimeCasa,RoubadasTimeCasa,ErrosTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,ArremessosTotaisTimeCasa,timeFora,pontosTimeFora,acertos2PtsTimeFora,acertos3PtsTimeFora,acertosTotaisTimeFora,LancesLivresCertosTimeFora,rebotesDefensivosTimeFora,rebotesOfensivosTimeFora,rebotesTotaisTimeFora,assistsTimeFora,RoubadasTimeFora,ErrosTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora,ArremessosTotaisTimeFora
2022/2023,1º TURNO,Flamengo,59,10,10,20,9,26,15,41,10,5,10,3,12,57,25,42,13,67,Sesi Franca,69,16,10,26,7,33,10,43,14,6,11,0,19,82,38,26,8,64
2022/2023,1º TURNO,Flamengo,110,20,22,42,4,32,12,44,33,9,8,2,10,161,32,37,6,69,Rio Claro,57,13,9,22,4,17,6,23,15,5,13,4,12,52,32,26,7,58
2022/2023,1º TURNO,Fortaleza B. C.,84,23,9,32,11,30,16,46,17,7,21,2,24,97,43,22,16,65,Caxias do Sul Basquete,73,21,4,25,19,19,10,29,10,12,16,2,21,67,39,21,27,60
2022/2023,1º TURNO,São Paulo,100,15,19,34,13,23,3,26,26,11,7,0,21,122,30,34,17,64,123 Minas,83,22,9,31,12,28,13,41,21,4,13,1,18,96,38,29,17,67
2022/2023,1º TURNO,Oscar São José Basketball,73,18,8,26,13,18,9,27,15,9,8,3,22,80,40,22,16,62,Sesi Franca,83,14,12,26,19,29,7,36,18,3,16,3,19,100,24,27,21,51
2022/2023,1º TURNO,Pinheiros,68,20,5,25,13,27,14,41,9,8,14,4,17,71,43,18,22,61,Bauru Basket,65,8,11,19,16,26,13,39,15,9,16,4,21,72,25,34,20,59
2022/2023,1º TURNO,São Paulo,96,25,11,36,13,32,12,44,19,9,11,3,18,124,41,27,17,68,Oscar São José Basketball,68,19,7,26,9,23,14,37,17,6,13,3,18,66,43,26,18,69
2022/2023,1º TURNO,Rio Claro,93,31,7,38,10,15,10,25,23,16,7,3,21,116,52,16,17,68,Cerrado,90,21,13,34,9,22,15,37,10,4,21,1,14,88,30,32,14,62
2022/2023,1º TURNO,Paulistano,84,19,14,33,4,23,14,37,12,6,12,2,20,87,47,26,6,73,Flamengo,90,18,14,32,12,26,10,36,18,8,13,0,16,105,28,34,16,62
2022/2023,1º TURNO,Corinthians,77,19,4,23,27,30,8,38,14,5,18,3,13,88,34,16,31,50,Bauru Basket,72,21,7,28,9,20,6,26,15,8,9,0,24,75,38,27,9,65
2022/2023,1º TURNO,UNIFACISA,71,16,7,23,18,32,12,44,9,8,20,1,17,74,29,30,21,59,União Corinthians,66,10,13,23,7,25,5,30,18,10,15,1,21,72,26,31,11,57
2022/2023,1º TURNO,Pato Basquete,74,17,11,28,7,20,12,32,14,4,14,1,18,77,31,31,7,62,123 Minas,88,30,8,38,4,21,14,35,22,7,12,1,11,105,42,26,10,68
2022/2023,1º TURNO,Rio Claro,85,22,10,32,11,26,6,32,21,5,10,3,26,96,40,27,16,67,BRB/Brasília,87,24,7,31,18,32,11,43,19,6,17,2,21,97,45,20,27,65
2022/2023,1º TURNO,São Paulo,66,21,6,27,6,22,12,34,11,5,8,0,20,59,45,28,9,73,Flamengo,91,15,15,30,16,35,9,44,22,5,9,2,14,119,26,36,20,62
2022/2023,1º TURNO,Paulistano,72,26,4,30,8,30,13,43,16,10,12,5,15,90,49,23,10,72,Oscar São José Basketball,62,24,4,28,2,27,18,45,14,6,15,3,16,64,55,18,8,73
2022/2023,1º TURNO,Fortaleza B. C.,83,29,4,33,13,25,15,40,16,7,17,3,30,87,46,22,23,68,União Corinthians,94,23,9,32,21,24,12,36,18,11,14,2,24,103,36,26,35,62
2022/2023,1º TURNO,Corinthians,65,15,8,23,11,18,12,30,13,4,11,1,19,52,38,34,12,72,123 Minas,94,26,10,36,12,37,10,47,16,6,15,2,15,118,44,23,13,67
2022/2023,1º TURNO,UNIFACISA,63,14,8,22,11,26,13,39,15,6,13,1,14,69,35,26,14,61,Caxias do Sul Basquete,56,17,5,22,7,24,10,34,7,7,16,2,17,51,38,21,9,59
2022/2023,1º TURNO,Pato Basquete,85,18,14,32,7,17,6,23,18,4,18,0,25,82,29,27,13,56,Bauru Basket,96,16,13,29,25,19,4,23,15,10,14,2,18,110,23,26,27,49
2022/2023,1º TURNO,Bauru Basket,82,13,17,30,5,26,9,35,19,13,8,0,21,100,29,39,8,68,Fortaleza B. C.,50,8,6,14,16,30,9,39,9,3,23,2,17,43,30,15,22,45
2022/2023,1º TURNO,BRB/Brasília,89,17,10,27,25,28,12,40,17,5,18,3,22,94,31,27,36,58,São Paulo,96,12,19,31,15,23,12,35,20,12,13,2,31,107,27,40,24,67
2022/2023,1º TURNO,BRB/Brasília,72,20,8,28,8,35,9,44,7,2,11,1,17,69,41,26,15,67,Paulistano,82,18,14,32,4,33,12,45,17,9,7,2,23,100,46,33,5,79
2022/2023,1º TURNO,Cerrado,101,20,14,34,19,26,13,39,16,10,13,2,18,109,32,41,26,73,São Paulo,94,22,11,33,17,28,7,35,12,5,17,2,24,95,37,29,20,66
2022/2023,1º TURNO,Bauru Basket,68,11,12,23,10,22,9,31,15,5,11,0,19,67,25,36,13,61,UNIFACISA,76,15,11,26,13,30,7,37,13,7,13,1,16,88,28,27,17,55
2022/2023,1º TURNO,Pinheiros,100,28,10,38,14,28,13,41,25,5,7,2,18,125,38,35,20,73,UNIFACISA,86,12,15,27,17,25,9,34,17,1,9,0,20,90,29,35,19,64
2022/2023,1º TURNO,Pinheiros,95,24,12,36,11,28,10,38,25,14,14,6,20,124,43,28,16,71,Fortaleza B. C.,73,14,11,25,12,27,9,36,19,6,20,3,17,72,43,20,19,63
2022/2023,1º TURNO,Caxias do Sul Basquete,62,21,4,25,8,31,8,39,11,9,10,1,19,60,46,26,13,72,Corinthians,72,18,9,27,9,41,6,47,13,6,19,1,15,83,29,33,11,62
2022/2023,1º TURNO,Cerrado,80,16,14,30,6,30,11,41,13,5,20,2,20,79,32,35,11,67,Paulistano,93,27,7,34,18,27,7,34,19,8,10,1,16,106,49,21,21,70
2022/2023,1º TURNO,Caxias do Sul Basquete,73,20,7,27,12,31,12,43,16,6,17,4,18,82,36,27,19,63,Pato Basquete,84,18,11,29,15,26,10,36,14,14,11,2,15,94,41,26,22,67
2022/2023,1º TURNO,UNIFACISA,73,14,9,23,18,23,10,33,14,7,12,0,23,67,29,33,27,62,São Paulo,82,17,10,27,18,34,4,38,17,5,16,2,23,99,28,26,20,54
2022/2023,1º TURNO,União Corinthians,86,23,8,31,16,21,19,40,17,8,10,3,21,88,47,39,17,86,Corinthians,91,20,11,31,18,35,12,47,18,5,19,2,15,105,31,31,26,62
2022/2023,1º TURNO,Fortaleza B. C.,81,23,5,28,20,28,11,39,13,4,15,2,16,77,44,22,29,66,São Paulo,111,27,15,42,12,29,8,37,27,8,6,2,21,141,38,37,17,75
2022/2023,1º TURNO,Pinheiros,98,25,7,32,27,23,16,39,19,8,10,1,22,109,45,22,38,67,Oscar São José Basketball,90,16,12,28,22,24,11,35,24,3,14,1,26,101,36,25,27,61
2022/2023,1º TURNO,União Corinthians,85,14,12,26,21,25,13,38,24,11,16,2,23,100,26,37,28,63,Pato Basquete,93,22,12,34,13,26,10,36,19,7,15,1,23,102,38,26,22,64
2022/2023,1º TURNO,Oscar São José Basketball,74,21,8,29,8,32,6,38,18,2,9,1,18,82,37,32,10,69,Flamengo,84,15,14,29,12,36,8,44,14,6,8,0,16,97,32,37,15,69
2022/2023,1º TURNO,Rio Claro,74,19,7,26,15,21,13,34,12,9,13,1,20,72,36,28,22,64,União Corinthians,81,17,11,28,14,26,10,36,16,7,17,4,20,94,33,25,17,58
2022/2023,1º TURNO,Rio Claro,75,15,11,26,12,21,10,31,14,4,9,0,24,72,33,30,18,63,Caxias do Sul Basquete,83,16,11,27,18,31,4,35,18,3,11,1,18,100,26,25,23,51
2022/2023,1º TURNO,123 Minas,90,25,11,36,7,39,13,52,26,6,12,4,16,126,46,26,11,72,Rio Claro,61,14,8,22,9,25,8,33,16,9,10,4,18,62,43,25,14,68
2022/2023,1º TURNO,Corinthians,94,17,18,35,6,32,9,41,19,7,14,6,16,112,27,44,11,71,Pinheiros,70,19,6,25,14,27,17,44,11,6,16,0,17,63,52,21,18,73
2022/2023,1º TURNO,Sesi Franca,84,21,9,30,15,31,10,41,18,5,16,2,15,98,39,22,20,61,Caxias do Sul Basquete,83,25,7,32,12,22,8,30,11,10,12,1,17,83,43,24,17,67
2022/2023,1º TURNO,Paulistano,90,26,11,37,5,21,15,36,18,5,8,1,20,98,45,27,14,72,123 Minas,73,20,7,27,12,26,13,39,20,3,20,0,18,76,39,22,17,61
2022/2023,1º TURNO,Oscar São José Basketball,89,19,11,30,18,15,9,24,22,10,4,2,20,102,35,33,21,68,BRB/Brasília,94,25,11,36,11,29,12,41,20,3,19,1,17,110,38,22,17,60
2022/2023,1º TURNO,Sesi Franca,104,26,11,37,19,37,6,43,19,4,9,4,11,133,37,27,24,64,União Corinthians,65,14,11,25,4,23,12,35,16,7,13,3,18,63,28,46,5,74
2022/2023,1º TURNO,Oscar São José Basketball,88,20,11,31,15,36,7,43,25,3,14,4,15,112,37,28,18,65,Cerrado,79,14,13,27,12,27,14,41,19,7,13,1,18,81,30,44,18,74
2022/2023,1º TURNO,Caxias do Sul Basquete,66,18,7,25,9,25,10,35,7,9,8,1,15,66,41,23,14,64,Paulistano,63,15,9,24,6,29,8,37,11,2,15,1,18,63,31,25,10,56
2022/2023,1º TURNO,Pato Basquete,95,22,12,34,15,29,13,42,21,11,17,3,19,116,38,31,19,69,Pinheiros,76,24,6,30,10,23,14,37,14,10,18,3,20,73,46,24,19,70
2022/2023,1º TURNO,Flamengo,72,12,13,25,9,33,14,47,15,9,19,2,16,83,30,32,15,62,BRB/Brasília,50,10,7,17,9,26,9,35,15,8,18,1,18,45,29,30,13,59
2022/2023,1º TURNO,123 Minas,79,15,9,24,22,33,12,45,22,6,16,6,15,103,30,28,27,58,Fortaleza B. C.,71,25,5,30,6,24,10,34,17,7,11,3,22,77,47,25,8,72
2022/2023,1º TURNO,Flamengo,91,29,8,37,9,28,17,45,28,5,13,3,12,115,41,35,14,76,Cerrado Basquete,80,14,15,29,7,22,7,29,20,3,16,3,16,83,26,37,9,63
2022/2023,1º TURNO,Cerrado Basquete,88,15,12,27,22,28,7,35,20,8,18,0,21,93,28,29,32,57,BRB/Brasília,96,26,10,36,14,27,17,44,25,5,13,2,21,110,46,31,22,77
2022/2023,1º TURNO,União Corinthians,72,15,9,24,15,25,10,35,18,8,16,2,20,78,31,30,19,61,Paulistano,78,21,8,29,12,26,11,37,12,12,15,3,21,88,37,25,18,62
2022/2023,1º TURNO,Pinheiros,77,18,11,29,8,32,11,43,17,5,18,0,26,84,38,30,9,68,Sesi Franca,85,10,14,24,23,28,10,38,19,9,10,2,11,97,23,43,27,66
2022/2023,1º TURNO,123 Minas,104,26,14,40,10,37,16,53,28,15,7,3,15,152,44,35,15,79,Oscar São José Basketball,53,17,4,21,7,25,18,43,13,4,18,4,16,42,46,28,11,74
2022/2023,1º TURNO,Bauru Basket,92,26,9,35,13,33,10,43,17,7,9,1,18,120,36,24,19,60,Rio Claro,48,15,2,17,12,17,9,26,9,3,13,1,20,28,34,22,19,56
2022/2023,1º TURNO,UNIFACISA,76,18,9,27,13,19,9,28,16,8,14,0,17,74,36,26,18,62,Corinthians,92,19,15,34,9,28,6,34,15,9,20,3,17,105,31,28,12,59
2022/2023,1º TURNO,Fortaleza B. C.,77,27,5,32,8,29,19,48,10,14,7,1,26,77,59,28,19,87,Corinthians,81,15,10,25,21,42,11,53,13,5,23,3,18,87,27,31,33,58
2022/2023,1º TURNO,Caxias do Sul Basquete,70,13,9,22,17,31,6,37,14,4,11,2,16,65,39,26,25,65,São Paulo,86,20,12,32,10,38,12,50,21,6,12,3,18,109,40,33,14,73
2022/2023,1º TURNO,União Corinthians,71,14,11,25,10,23,2,25,18,4,11,2,22,73,32,26,13,58,São Paulo,93,21,11,32,18,33,3,36,14,3,8,1,19,111,38,20,20,58
2022/2023,1º TURNO,UNIFACISA,89,21,12,33,11,22,11,33,16,9,16,1,19,96,30,35,15,65,Pato Basquete,79,17,12,29,9,23,9,32,13,5,20,0,14,72,31,28,16,59
2022/2023,1º TURNO,Bauru Basket,78,21,9,30,9,23,6,29,16,5,8,0,17,83,34,26,16,60,Sesi Franca,88,22,11,33,11,27,5,32,19,5,6,1,18,106,43,18,16,61
2022/2023,1º TURNO,Pinheiros,86,20,10,30,16,31,13,44,20,7,18,2,22,99,35,27,26,62,Rio Claro,74,17,7,24,19,23,14,37,12,11,13,2,25,71,37,30,28,67
2022/2023,1º TURNO,Flamengo,79,19,10,29,11,30,8,38,22,12,11,1,11,102,30,33,16,63,União Corinthians,74,16,13,29,3,28,6,34,21,6,14,2,22,86,37,28,4,65
2022/2023,1º TURNO,Fortaleza B. C.,80,28,4,32,12,42,16,58,17,6,15,2,20,100,48,23,21,71,Pato Basquete,60,11,10,21,8,28,11,39,11,7,13,0,21,45,35,33,20,68
2022/2023,1º TURNO,Sesi Franca,106,17,14,31,30,32,8,40,12,3,11,0,20,120,30,24,37,54,UNIFACISA,94,14,17,31,15,19,12,31,15,8,6,1,28,94,33,39,23,72
2022/2023,1º TURNO,Oscar São José Basketball,103,28,11,39,14,32,9,41,26,3,12,2,15,132,43,25,16,68,União Corinthians,84,20,12,32,8,19,7,26,22,5,10,1,15,89,35,34,10,69
2022/2023,1º TURNO,BRB/Brasília,74,19,10,29,6,18,7,25,18,7,8,0,17,64,35,40,12,75,123 Minas,94,27,9,36,13,43,6,49,19,4,18,1,15,122,37,25,14,62
2022/2023,1º TURNO,Paulistano,71,21,6,27,11,25,27,52,10,10,10,4,20,82,50,29,14,79,Bauru Basket,68,15,10,25,8,25,14,39,8,5,17,4,13,65,33,31,11,64
2022/2023,1º TURNO,Flamengo,80,24,7,31,11,33,18,51,22,7,11,3,18,105,37,35,17,72,Caxias do Sul Basquete,69,13,10,23,13,25,6,31,10,6,9,3,23,66,31,31,18,62
2022/2023,1º TURNO,Pato Basquete,68,16,7,23,15,23,8,31,11,5,9,3,20,58,38,30,21,68,Corinthians,96,24,11,35,15,39,13,52,18,4,13,7,17,125,34,35,20,69
2022/2023,1º TURNO,Cerrado Basquete,102,13,18,31,22,23,10,33,13,7,15,1,22,96,27,45,26,72,123 Minas,112,30,12,42,16,33,17,50,20,9,18,3,27,133,48,33,20,81
2022/2023,1º TURNO,Oscar São José Basketball,78,21,8,29,12,28,7,35,22,4,14,4,20,93,31,27,19,58,Caxias do Sul Basquete,73,16,10,26,11,25,12,37,12,12,12,1,21,82,38,26,14,64
