campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,acertosTotaisTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,acertosTotaisTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora
2020/2021,2º TURNO,Pinheiros,47,3,16,19,6,32,15,9,1,14,47,41,16,8,Paulistano,69,9,16,25,10,50,18,9,0,17,83,37,30,16
2021/2022,1º TURNO,Mogi,96,14,18,32,18,36,22,10,0,18,108,37,34,22,Sesi Franca,102,16,21,37,12,36,23,9,1,20,120,33,35,18
2020/2021,2º TURNO,KTO/Caxias do Sul,83,9,18,27,20,44,13,3,2,21,89,35,28,26,Pato Basquete,85,13,19,32,8,37,18,4,3,27,89,40,33,19
2020/2021,2º TURNO,Minas,81,8,23,31,11,40,12,7,4,24,86,38,27,20,Bauru,79,5,21,26,22,48,15,10,2,21,83,44,30,33
2020/2021,2º TURNO,Fortaleza B. C.,84,14,16,30,10,41,23,9,5,21,110,27,35,15,Sesi Franca,69,6,17,23,17,39,13,10,1,15,74,43,24,22
2020/2021,2º TURNO,VipTech CMB,74,8,21,29,8,41,15,3,3,15,78,37,33,11,São Paulo,99,15,21,36,12,40,16,5,4,13,120,43,31,13
2020/2021,2º TURNO,KTO/Caxias do Sul,58,8,11,19,12,35,12,7,3,22,57,32,28,20,Flamengo,77,13,13,26,12,48,15,4,3,18,94,28,34,17
2020/2021,2º TURNO,Corinthians,93,11,23,34,14,35,19,10,3,17,109,43,23,17,UNIFACISA,79,7,26,33,6,33,17,11,0,21,86,44,26,6
2020/2021,2º TURNO,Sesi Franca,93,10,26,36,11,42,19,5,2,20,112,54,18,14,Cerrado Basquete,81,8,20,28,17,31,12,5,2,20,82,38,27,22
2020/2021,2º TURNO,Pato Basquete,73,4,24,28,13,31,13,16,1,20,81,40,23,20,Mogi,62,8,13,21,12,38,17,5,4,19,65,29,25,14
2020/2021,2º TURNO,Paulistano,70,9,15,24,13,40,20,14,1,21,81,37,31,20,BRB/Brasília,66,8,14,22,14,50,13,10,2,18,76,34,27,20
2021/2022,1º TURNO,Caxias do Sul Basquete,76,7,22,29,11,40,23,13,4,24,99,45,24,17,BRB/Brasília,64,3,16,19,23,38,12,3,5,19,67,35,17,26
2020/2021,2º TURNO,Minas,93,14,18,32,15,54,20,6,3,15,114,34,34,22,Pinheiros,61,10,9,19,13,26,11,9,4,22,51,24,36,18
2021/2022,1º TURNO,Bauru,84,11,22,33,7,39,18,4,3,22,106,31,35,8,UNIFACISA,68,8,14,22,16,28,18,6,2,15,78,27,26,21
2021/2022,1º TURNO,Mogi,64,4,18,22,16,51,13,4,1,18,68,36,23,25,Rio Claro,60,6,14,20,14,41,10,9,1,23,53,43,24,23
2021/2022,1º TURNO,Pato Basquete,66,6,21,27,6,39,13,6,2,21,63,47,26,10,Sesi Franca,88,11,20,31,15,42,19,7,3,14,110,31,33,20
2021/2022,1º TURNO,Corinthians,65,8,14,22,13,34,17,6,4,17,68,29,37,17,Minas,82,11,18,29,13,46,18,7,3,17,105,32,31,17
2021/2022,1º TURNO,Paulistano,87,8,23,31,17,39,18,7,1,27,98,42,22,24,Flamengo,81,10,14,24,23,37,11,8,4,24,80,27,34,33
2021/2022,1º TURNO,Pinheiros,67,9,16,25,8,39,15,3,0,13,64,32,39,12,UNIFACISA,86,16,14,30,10,35,21,8,0,17,107,25,33,11
2021/2022,1º TURNO,Bauru,74,10,14,24,16,39,20,6,4,13,91,28,33,18,Fortaleza B. C.,59,6,16,22,9,36,14,8,2,16,62,37,22,16
2021/2022,1º TURNO,Luvix/União Corinthians,70,12,14,26,6,33,7,17,2,20,74,33,37,7,BRB/Brasília,55,4,13,17,17,36,3,2,4,12,46,28,14,20
2021/2022,1º TURNO,Caxias do Sul Basquete,72,4,26,30,8,42,21,11,3,13,98,44,20,10,Cerrado Basquete,64,8,17,25,6,33,13,9,0,16,62,33,31,9
2021/2022,1º TURNO,Corinthians,80,14,14,28,10,33,16,4,1,20,79,29,41,12,Flamengo,83,10,19,29,15,36,15,4,3,17,92,38,20,17
2020/2021,2º TURNO,Bauru,98,11,21,32,23,37,15,6,4,26,103,38,37,29,Fortaleza B. C.,97,11,24,35,16,50,12,4,3,21,102,46,29,27
2020/2021,2º TURNO,Corinthians,78,14,13,27,10,35,11,6,0,23,75,33,30,16,São Paulo,85,12,18,30,13,40,10,6,6,14,98,30,35,18
2020/2021,2º TURNO,BRB/Brasília,89,12,17,29,19,41,20,7,1,25,105,36,31,24,VipTech CMB,79,9,17,26,18,36,13,4,1,25,76,33,29,24
2020/2021,2º TURNO,KTO/Caxias do Sul,77,12,14,26,13,37,14,6,0,17,82,24,35,20,Sesi Franca,71,6,22,28,9,32,18,6,2,21,82,42,19,12
2020/2021,2º TURNO,Cerrado Basquete,80,10,21,31,8,36,13,9,1,19,85,44,20,11,São Paulo,86,8,25,33,12,31,16,11,2,13,100,43,22,15
2020/2021,2º TURNO,Pato Basquete,49,6,10,16,11,32,10,4,2,22,40,30,22,13,Paulistano,87,11,20,31,14,44,17,13,1,17,108,36,31,21
2020/2021,2º TURNO,Flamengo,98,15,22,37,9,31,22,13,0,15,119,35,37,9,Corinthians,85,8,23,31,15,34,15,8,1,18,92,37,23,20
2020/2021,2º TURNO,Minas,92,13,17,30,19,44,24,8,2,14,113,39,29,27,Fortaleza B. C.,66,7,20,27,5,35,12,4,5,23,66,28,35,8
2020/2021,2º TURNO,Sesi Franca,96,7,30,37,15,32,22,11,4,21,117,43,25,21,UNIFACISA,89,10,20,30,19,33,19,8,2,24,96,39,23,24
2021/2022,1º TURNO,Luvix/União Corinthians,75,6,25,31,7,53,18,16,5,24,85,67,23,13,Cerrado Basquete,76,12,15,27,10,52,11,6,2,18,72,36,33,19
2020/2021,2º TURNO,Corinthians,78,9,16,25,19,35,16,2,2,19,90,30,25,22,Minas,65,4,19,23,15,40,14,4,2,23,67,39,26,19
2021/2022,1º TURNO,Pinheiros,81,8,21,29,15,55,19,13,4,20,107,43,31,23,Fortaleza B. C.,60,6,16,22,10,37,15,6,4,19,56,40,26,14
2021/2022,1º TURNO,BRB/Brasília,49,6,12,18,7,50,10,5,3,19,48,45,30,10,Bauru,60,4,17,21,14,48,12,4,4,19,73,31,27,19
2021/2022,1º TURNO,UNIFACISA,66,7,20,27,5,37,17,6,0,21,66,39,27,12,São Paulo,78,6,22,28,16,31,19,6,0,14,95,30,23,19
2021/2022,1º TURNO,Minas,79,12,13,25,17,49,23,5,0,21,95,26,32,30,Pato Basquete,67,7,16,23,14,32,18,7,1,25,71,30,28,23
2021/2022,1º TURNO,Flamengo,116,16,25,41,18,48,27,8,2,15,145,34,37,27,Mogi,73,8,21,29,7,36,18,9,1,26,69,48,29,12
2021/2022,1º TURNO,Sesi Franca,84,4,25,29,22,39,11,5,2,16,89,42,19,28,Caxias do Sul Basquete,75,8,21,29,9,25,22,6,1,29,76,34,23,20
2021/2022,1º TURNO,Cerrado Basquete,87,9,26,35,8,45,8,5,1,19,89,43,33,13,Bauru,92,8,26,34,16,32,19,6,5,17,109,43,23,20
2021/2022,1º TURNO,BRB/Brasília,92,10,20,30,22,37,20,8,2,19,106,45,17,25,Pinheiros,93,11,24,35,12,49,24,11,6,20,112,54,32,17
2021/2022,1º TURNO,Flamengo,94,17,17,34,9,48,31,10,4,14,131,29,38,15,Pato Basquete,62,6,15,21,14,26,16,14,0,17,60,39,22,18
2021/2022,1º TURNO,Fortaleza B. C.,68,5,23,28,7,46,10,7,0,14,69,48,30,8,São Paulo,81,9,26,35,2,41,18,6,3,13,101,39,30,5
2021/2022,1º TURNO,Sesi Franca,115,18,22,40,17,52,29,6,5,14,155,35,35,28,Luvix/União Corinthians,74,14,12,26,8,29,17,7,1,22,63,27,44,16
2020/2021,2º TURNO,UNIFACISA,79,9,21,30,10,34,18,7,3,20,83,39,30,12,São Paulo,90,7,27,34,15,40,18,14,5,15,115,44,25,21
2020/2021,2º TURNO,Mogi,74,12,15,27,8,33,21,3,3,21,82,30,33,11,Flamengo,89,13,16,29,18,38,23,6,6,12,114,26,36,23
2020/2021,2º TURNO,BRB/Brasília,79,10,19,29,11,28,16,7,1,21,78,36,32,13,Sesi Franca,96,9,25,34,19,43,25,8,3,15,127,41,24,22
2020/2021,2º TURNO,Flamengo,100,14,21,35,16,47,27,9,0,10,132,31,39,18,Pinheiros,63,5,22,27,4,25,22,9,2,16,68,40,23,6
2020/2021,2º TURNO,Corinthians,91,10,22,32,17,40,26,3,3,23,112,36,31,22,Pato Basquete,82,9,18,27,19,36,13,6,0,17,83,46,22,21
2020/2021,2º TURNO,Minas,85,9,22,31,14,39,18,3,1,19,91,41,23,23,Mogi,80,6,24,30,14,35,16,7,4,25,89,39,26,19
2020/2021,2º TURNO,VipTech CMB,73,8,15,23,19,29,10,3,0,23,68,36,23,22,KTO/Caxias do Sul,89,9,21,30,20,45,21,4,1,21,111,37,26,27
2020/2021,2º TURNO,São Paulo,98,15,22,37,9,45,23,4,1,16,119,37,37,13,Fortaleza B. C.,76,3,28,31,11,34,19,6,2,18,82,46,24,16
2020/2021,2º TURNO,Minas,74,5,24,29,11,32,15,8,5,20,89,42,20,16,KTO/Caxias do Sul,70,5,22,27,11,39,15,3,2,24,77,45,20,15
2020/2021,2º TURNO,BRB/Brasília,70,7,21,28,7,28,12,7,1,28,60,37,27,10,Bauru,99,7,30,37,18,43,22,14,0,19,125,44,22,28
2021/2022,1º TURNO,Rio Claro,63,8,12,20,15,30,12,8,0,24,57,34,22,19,Caxias do Sul Basquete,65,13,7,20,12,36,17,7,5,27,79,20,26,18
2020/2021,2º TURNO,Paulistano,81,11,20,31,8,30,26,11,1,17,104,32,29,13,UNIFACISA,65,8,17,25,7,35,14,5,2,14,67,34,23,10
2021/2022,1º TURNO,Minas,109,14,24,38,19,38,28,11,3,14,142,44,30,24,Mogi,75,10,17,27,11,33,20,3,6,17,84,29,31,12
2021/2022,1º TURNO,Cerrado Basquete,88,10,20,30,18,44,19,7,5,22,102,38,35,23,Pinheiros,79,7,24,31,10,50,16,5,5,23,87,55,22,18
2021/2022,1º TURNO,Paulistano,74,10,19,29,6,36,20,7,2,21,88,41,24,11,Corinthians,69,9,15,24,12,41,13,7,3,19,73,32,32,17
2021/2022,1º TURNO,Rio Claro,74,9,14,23,19,44,16,9,2,20,89,29,30,25,Luvix/União Corinthians,63,5,17,22,14,33,12,10,3,21,69,33,26,17
2021/2022,1º TURNO,Pato Basquete,55,7,12,19,10,40,5,7,0,25,35,31,32,19,Paulistano,68,5,17,22,19,55,9,9,1,19,69,41,25,29
2021/2022,1º TURNO,Mogi,70,10,15,25,10,37,18,11,2,14,88,41,22,11,Corinthians,69,13,11,24,8,41,18,9,6,13,87,31,33,9
2021/2022,1º TURNO,Caxias do Sul Basquete,73,8,22,30,5,24,17,7,0,22,70,41,23,8,Flamengo,86,12,14,26,22,40,20,9,2,19,102,32,24,27
2021/2022,1º TURNO,São Paulo,85,12,21,33,7,28,24,7,4,14,104,33,30,14,BRB/Brasília,66,9,15,24,9,47,14,2,2,17,70,47,20,12
2021/2022,1º TURNO,Bauru,77,8,19,27,15,40,13,4,2,16,87,27,23,24,Rio Claro,65,7,18,25,8,30,18,6,4,25,71,39,29,10
2020/2021,2º TURNO,Mogi,96,13,23,36,11,42,27,6,2,24,124,34,34,12,VipTech CMB,79,7,23,30,12,29,24,7,1,18,84,44,22,19
2020/2021,2º TURNO,Pato Basquete,89,12,15,27,23,38,19,13,2,28,96,30,29,38,Pinheiros,88,12,15,27,22,39,23,11,3,29,101,35,28,29
2020/2021,2º TURNO,São Paulo,92,13,20,33,13,46,21,17,4,6,127,39,36,15,BRB/Brasília,46,7,11,18,3,41,10,4,1,14,35,33,30,3
2020/2021,2º TURNO,Fortaleza B. C.,77,5,23,28,16,43,13,7,3,18,82,48,20,21,Corinthians,83,16,15,31,5,31,24,5,1,21,94,30,37,5
2020/2021,2º TURNO,Mogi,62,6,18,24,8,44,17,7,1,15,67,48,25,13,Paulistano,69,12,13,25,7,49,20,4,3,18,83,30,39,10
2020/2021,2º TURNO,Flamengo,91,11,16,27,26,38,14,2,3,21,104,27,26,28,Bauru,86,13,20,33,7,26,18,9,1,26,91,41,27,11
2020/2021,2º TURNO,VipTech CMB,73,11,17,28,6,37,20,9,1,20,70,38,30,14,Sesi Franca,113,9,36,45,14,42,28,18,1,16,152,56,20,22
2020/2021,2º TURNO,Bauru,104,14,24,38,14,39,17,10,1,24,125,40,32,17,VipTech CMB,92,13,18,31,17,33,23,6,2,19,104,34,27,26
2020/2021,2º TURNO,Sesi Franca,91,9,22,31,20,37,13,6,3,26,103,40,21,23,Flamengo,94,16,13,29,20,39,22,5,4,24,105,25,45,27
2020/2021,2º TURNO,KTO/Caxias do Sul,81,10,20,30,11,30,17,4,0,17,82,41,18,16,Fortaleza B. C.,82,9,23,32,9,26,9,8,3,23,86,32,26,12
2020/2021,2º TURNO,Paulistano,76,12,11,23,18,33,18,6,3,23,82,25,31,27,Minas,74,10,16,26,12,40,14,7,4,22,81,36,27,20
2021/2022,1º TURNO,Pinheiros,80,13,13,26,15,53,18,5,2,23,87,43,36,21,Sesi Franca,89,10,21,31,17,39,20,7,5,18,115,39,25,21
2021/2022,1º TURNO,Mogi,77,9,18,27,14,40,24,7,2,18,96,37,23,17,Paulistano,72,9,16,25,13,30,18,12,3,16,80,32,28,18
2020/2021,2º TURNO,São Paulo,84,12,15,27,18,44,20,2,3,15,101,32,33,22,Pato Basquete,85,10,22,32,11,36,25,5,2,20,106,38,33,14
2021/2022,1º TURNO,Pato Basquete,73,11,15,26,10,31,16,5,1,20,70,24,29,25,Corinthians,80,16,11,27,10,31,18,5,1,22,81,20,36,17
2021/2022,1º TURNO,Luvix/União Corinthians,76,9,21,30,7,34,16,9,3,24,80,38,26,18,Flamengo,87,10,18,28,21,50,10,5,1,18,89,39,32,27
2021/2022,1º TURNO,Caxias do Sul Basquete,75,6,24,30,9,35,9,7,2,19,84,40,20,14,123 Minas,83,13,14,27,16,29,15,6,2,12,90,30,26,21
2021/2022,1º TURNO,Pinheiros,86,8,22,30,18,37,19,7,3,20,102,39,22,23,Rio Claro,75,9,15,24,18,38,14,9,2,24,75,37,30,25
2021/2022,1º TURNO,Bauru,76,11,16,27,11,34,15,9,0,20,76,33,37,13,Sesi Franca,87,8,24,32,15,47,24,7,1,18,113,39,28,18
2020/2021,2º TURNO,Flamengo,93,18,18,36,3,49,24,8,0,20,115,36,46,7,São Paulo,74,9,17,26,13,31,10,4,3,17,73,37,19,20
2021/2022,1º TURNO,São Paulo,76,6,23,29,12,31,19,8,3,20,83,45,18,16,Cerrado Basquete,78,8,22,30,10,43,18,7,3,17,87,39,27,14
2020/2021,2º TURNO,Pinheiros,46,4,13,17,8,43,8,8,2,11,37,40,25,15,Fortaleza B. C.,92,15,20,35,7,49,20,7,5,12,118,36,40,12
2021/2022,1º TURNO,Luvix/União Corinthians,59,6,18,24,5,34,9,12,3,20,50,41,31,7,Minas,77,6,21,27,17,49,8,6,3,14,83,38,24,20
2021/2022,1º TURNO,São Paulo,61,4,21,25,7,32,8,11,1,17,52,41,26,12,Flamengo,86,8,29,37,4,47,25,9,0,16,116,43,26,7
2020/2021,2º TURNO,UNIFACISA,88,13,16,29,17,43,22,9,6,23,111,38,29,22,Mogi,70,6,18,24,16,40,19,9,4,22,79,41,23,21
2020/2021,2º TURNO,Corinthians,96,15,20,35,11,40,23,8,2,15,121,35,31,14,BRB/Brasília,70,7,23,30,3,36,12,8,0,17,64,46,28,5
2020/2021,2º TURNO,KTO/Caxias do Sul,91,11,22,33,14,37,22,5,0,19,102,44,26,20,Cerrado Basquete,88,9,24,33,13,33,17,5,6,21,103,43,24,15
2020/2021,2º TURNO,Sesi Franca,87,7,24,31,18,22,17,8,2,16,97,39,17,24,Minas,93,12,25,37,7,33,18,6,2,19,108,38,26,11
2020/2021,2º TURNO,Bauru,101,19,15,34,14,41,25,3,1,16,129,26,33,21,Pato Basquete,55,6,13,19,11,29,12,7,1,19,46,34,25,16
2020/2021,2º TURNO,VipTech CMB,78,11,18,29,9,42,22,4,0,21,85,38,29,18,Paulistano,86,10,22,32,12,39,22,8,0,13,101,40,27,22
2020/2021,2º TURNO,Mogi,84,13,16,29,13,46,21,2,5,26,100,34,35,14,Fortaleza B. C.,94,8,27,35,16,46,18,11,6,17,110,56,27,26
2020/2021,2º TURNO,Corinthians,83,16,12,28,11,35,17,6,2,15,95,31,30,13,Cerrado Basquete,61,4,21,25,7,40,10,11,0,13,65,50,17,8
2020/2021,2º TURNO,Pinheiros,73,8,18,26,13,48,14,5,0,11,78,39,30,20,UNIFACISA,87,10,23,33,11,50,26,9,3,17,111,44,38,17
2020/2021,2º TURNO,BRB/Brasília,66,6,14,20,20,27,9,2,1,22,53,28,26,23,KTO/Caxias do Sul,88,10,20,30,18,42,20,5,0,25,104,35,29,24
2020/2021,2º TURNO,São Paulo,90,11,20,31,17,32,19,3,1,20,104,34,26,19,Minas,92,17,15,32,11,36,19,3,2,21,100,34,31,21
2020/2021,2º TURNO,Paulistano,70,9,20,29,3,38,13,6,2,20,75,41,24,7,Flamengo,84,19,7,26,13,35,25,5,2,13,100,20,42,16
2020/2021,2º TURNO,Sesi Franca,109,10,30,40,19,50,25,7,2,20,146,45,27,24,Pato Basquete,68,8,13,21,18,35,16,6,1,25,64,38,33,20
2020/2021,2º TURNO,Cerrado Basquete,78,8,20,28,14,34,12,9,1,19,80,39,25,18,Mogi,84,10,20,30,14,44,22,5,2,19,100,35,34,18
2020/2021,2º TURNO,Pinheiros,52,4,14,18,12,34,12,7,3,12,38,39,26,16,BRB/Brasília,97,15,22,37,8,54,30,11,3,18,137,39,34,13
2020/2021,2º TURNO,UNIFACISA,88,14,18,32,10,30,19,8,3,21,98,39,28,12,KTO/Caxias do Sul,83,16,13,29,9,39,18,8,3,18,94,28,34,16
2020/2021,2º TURNO,Pato Basquete,67,8,15,23,13,24,14,12,1,20,65,34,24,17,Minas,83,12,18,30,11,36,22,6,1,21,102,28,26,13
2020/2021,2º TURNO,Paulistano,63,12,11,23,5,53,17,7,0,21,69,32,45,10,São Paulo,71,10,15,25,11,53,15,4,1,9,80,35,40,16
2020/2021,2º TURNO,Mogi,87,15,13,28,16,40,23,3,1,25,105,22,37,20,Sesi Franca,75,8,17,25,17,33,12,3,2,21,72,36,28,22
2020/2021,2º TURNO,VipTech CMB,74,8,24,32,2,40,23,9,0,17,91,47,24,3,Flamengo,93,19,15,34,6,34,25,8,2,9,118,24,44,7
2020/2021,2º TURNO,São Paulo,100,12,22,34,20,44,24,8,4,13,132,31,36,25,Pinheiros,74,8,19,27,12,34,16,4,1,21,71,44,28,14
2020/2021,2º TURNO,Minas,91,9,23,32,18,51,21,4,2,17,117,45,19,22,VipTech CMB,70,9,20,29,3,27,15,8,2,24,66,41,30,10
2020/2021,2º TURNO,KTO/Caxias do Sul,76,9,12,21,25,44,14,7,2,19,87,29,25,32,Pinheiros,73,6,20,26,15,39,13,8,3,25,75,44,26,22
2020/2021,2º TURNO,Pato Basquete,61,9,14,23,6,44,10,8,1,22,57,48,19,9,Flamengo,85,13,14,27,18,44,20,11,1,14,103,24,45,23
2020/2021,2º TURNO,BRB/Brasília,73,9,19,28,8,34,11,5,1,14,77,36,26,9,Cerrado Basquete,86,13,18,31,11,45,14,6,3,15,100,43,32,13
2020/2021,2º TURNO,Fortaleza B. C.,75,5,21,26,18,30,11,11,0,22,68,42,21,21,UNIFACISA,87,7,25,32,16,40,19,8,2,25,95,41,23,22
2020/2021,2º TURNO,KTO/Caxias do Sul,79,4,27,31,13,39,20,3,1,23,95,40,19,19,Corinthians,78,9,17,26,17,30,12,10,2,23,80,35,30,22
2020/2021,2º TURNO,Bauru,74,9,20,29,7,45,16,8,2,19,86,35,30,14,Sesi Franca,70,9,15,24,13,29,13,9,2,18,72,34,23,19
2020/2021,2º TURNO,BRB/Brasília,87,9,20,29,20,53,14,8,0,21,100,36,30,28,Fortaleza B. C.,67,6,21,27,7,27,13,9,2,27,61,38,30,11
2020/2021,2º TURNO,UNIFACISA,67,9,16,25,8,37,16,4,4,19,71,36,25,14,Cerrado Basquete,81,7,21,28,18,37,17,7,2,18,94,41,22,20
2020/2021,2º TURNO,Minas,94,7,30,37,13,38,21,1,5,31,109,54,20,14,Flamengo,96,10,21,31,24,43,16,6,3,20,103,35,38,32
2020/2021,2º TURNO,São Paulo,92,10,25,35,12,34,20,5,4,16,114,37,20,13,Bauru,84,15,15,30,9,20,23,14,1,21,95,33,28,14
2020/2021,2º TURNO,Pato Basquete,86,7,27,34,11,35,17,7,6,21,98,43,18,24,VipTech CMB,82,10,20,30,12,36,20,7,4,22,93,37,29,19
2020/2021,2º TURNO,Sesi Franca,90,8,22,30,22,30,16,6,1,16,103,40,13,22,Paulistano,82,11,20,31,9,24,21,14,1,21,95,33,31,10
2020/2021,2º TURNO,Pinheiros,67,8,17,25,9,43,19,6,2,16,74,49,22,10,Corinthians,98,19,14,33,13,39,30,12,3,13,131,30,36,21
2020/2021,2º TURNO,Mogi,86,12,15,27,20,41,25,5,3,32,109,29,24,22,KTO/Caxias do Sul,75,5,17,22,26,31,12,10,3,22,63,33,31,41
2020/2021,2º TURNO,Fortaleza B. C.,86,9,22,31,15,43,13,15,6,20,99,43,24,24,Cerrado Basquete,77,10,18,28,11,46,12,13,4,21,74,46,33,19
2020/2021,2º TURNO,BRB/Brasília,86,6,23,29,22,36,17,7,1,20,94,37,19,28,UNIFACISA,103,12,27,39,13,29,24,12,2,25,121,42,30,20
2020/2021,2º TURNO,Paulistano,69,11,12,23,12,39,14,7,2,16,76,26,30,17,Bauru,64,5,20,25,9,38,14,9,1,17,68,46,21,14
2020/2021,2º TURNO,Sesi Franca,76,5,24,29,13,27,14,9,3,20,76,43,22,15,São Paulo,97,16,19,35,11,36,22,8,1,16,115,31,35,12
2020/2021,2º TURNO,Mogi,75,7,21,28,12,38,23,12,0,18,92,36,23,18,Corinthians,77,9,21,30,8,39,16,9,0,16,80,44,29,10
2020/2021,2º TURNO,Corinthians,98,14,22,36,12,43,19,5,5,23,105,46,33,16,Paulistano,100,8,26,34,24,53,16,10,0,21,109,57,26,31
2020/2021,2º TURNO,UNIFACISA,76,9,16,25,17,29,15,6,1,22,78,31,26,20,Minas,88,11,19,30,17,46,22,5,2,17,107,45,23,24
2020/2021,2º TURNO,Cerrado Basquete,77,8,17,25,19,39,18,7,4,30,82,41,20,27,Pato Basquete,76,5,19,24,23,36,9,6,0,26,70,40,20,27
2020/2021,2º TURNO,Flamengo,115,20,23,43,9,47,35,9,1,15,165,30,45,11,BRB/Brasília,58,6,16,22,8,38,14,5,0,9,42,40,29,18
2020/2021,2º TURNO,Pinheiros,77,12,17,29,7,36,18,9,2,16,83,34,35,11,Mogi,81,10,22,32,7,43,26,7,4,19,108,35,32,10
2020/2021,2º TURNO,Corinthians,74,10,16,26,12,54,16,4,1,20,87,43,28,17,Bauru,64,8,16,24,8,34,11,5,3,17,65,34,26,18
2020/2021,2º TURNO,Paulistano,71,9,20,29,4,42,18,5,5,15,91,39,27,7,KTO/Caxias do Sul,64,7,17,24,9,34,15,4,4,15,70,40,21,12
2020/2021,2º TURNO,UNIFACISA,79,6,27,33,7,32,17,10,0,22,88,53,14,12,Flamengo,81,11,16,27,16,43,17,4,3,13,91,32,32,20
2020/2021,2º TURNO,BRB/Brasília,75,10,13,23,19,30,16,1,2,20,74,31,27,24,Minas,99,8,27,35,21,42,29,7,1,26,134,48,22,26
2020/2021,2º TURNO,Fortaleza B. C.,68,8,19,27,6,43,16,8,3,19,74,43,31,13,Pato Basquete,71,9,15,24,14,43,12,8,1,15,82,38,21,19
2020/2021,2º TURNO,Cerrado Basquete,74,8,20,28,10,50,14,7,3,15,88,43,22,16,VipTech CMB,57,6,16,22,7,41,12,8,2,18,54,41,31,11
2020/2021,2º TURNO,São Paulo,96,12,22,34,16,38,19,12,3,16,117,37,26,21,Mogi,72,8,18,26,12,32,13,8,2,20,67,37,28,14
2020/2021,2º TURNO,Pinheiros,101,13,27,40,8,36,31,14,3,24,126,49,31,13,Sesi Franca,99,14,18,32,21,37,24,11,2,20,117,36,26,26
2020/2021,2º TURNO,KTO/Caxias do Sul,63,5,18,23,12,33,16,9,0,16,66,41,16,16,Bauru,71,10,16,26,9,33,17,10,4,18,84,32,25,13
2020/2021,1º TURNO,Corinthians,77,10,15,25,17,31,17,7,1,22,81,32,28,22,KTO/Caxias do Sul,83,7,22,29,18,34,15,6,1,24,91,39,17,26
2020/2021,2º TURNO,Flamengo,77,15,12,27,8,42,22,7,1,24,87,26,37,16,Fortaleza B. C.,74,3,26,29,13,35,14,10,2,22,81,47,19,17
2020/2021,2º TURNO,Cerrado Basquete,80,9,19,28,15,31,19,13,3,17,91,40,26,22,Minas,93,13,19,32,16,39,17,4,6,18,112,34,26,17
2020/2021,2º TURNO,Pato Basquete,98,13,23,36,13,51,23,6,0,23,120,45,29,19,BRB/Brasília,76,11,12,23,19,29,17,7,2,15,77,27,34,25
2020/2021,2º TURNO,VipTech CMB,59,6,15,21,11,41,8,3,0,19,48,36,26,19,UNIFACISA,72,8,17,25,14,39,13,7,2,22,82,41,21,18
2020/2021,2º TURNO,Sesi Franca,84,7,24,31,15,37,21,4,2,20,99,51,18,17,Corinthians,81,11,14,25,20,40,11,5,3,21,86,35,30,24
2020/2021,2º TURNO,Bauru,60,4,16,20,16,36,11,4,3,23,53,32,33,21,Pinheiros,72,4,22,26,16,44,18,6,3,25,91,41,17,20
2020/2021,2º TURNO,São Paulo,86,8,24,32,14,32,21,8,4,17,109,43,21,17,KTO/Caxias do Sul,81,12,17,29,11,35,19,1,0,21,87,32,27,17
2020/2021,1º TURNO,Pinheiros,89,13,21,34,8,36,24,11,3,18,105,40,32,16,Bauru,92,13,20,33,13,38,24,7,1,19,111,33,29,21
2020/2021,1º TURNO,UNIFACISA,89,12,23,35,7,29,24,13,3,16,115,46,20,9,Paulistano,77,12,16,28,9,35,18,7,2,12,85,31,32,12
2020/2021,1º TURNO,Cerrado Basquete,71,7,20,27,10,43,12,7,0,22,73,47,21,14,Corinthians,74,6,19,25,18,33,11,3,3,18,73,37,21,23
2020/2021,1º TURNO,KTO/Caxias do Sul,87,10,21,31,15,34,15,5,0,20,84,40,29,20,Mogi,92,7,26,33,19,40,19,5,2,21,109,42,26,19
2020/2021,1º TURNO,Paulistano,68,7,21,28,5,47,17,9,6,16,92,36,28,10,Pinheiros,46,7,9,16,7,32,10,3,1,14,33,32,24,10
2020/2021,1º TURNO,Bauru,89,5,28,33,18,37,23,7,1,15,108,45,17,26,UNIFACISA,75,6,27,33,3,33,17,5,0,21,78,42,25,7
2020/2021,1º TURNO,BRB/Brasília,86,9,23,32,13,38,19,10,1,21,97,46,29,17,Mogi,90,13,19,32,13,42,21,6,4,18,109,37,31,16
2020/2021,1º TURNO,Pato Basquete,77,6,19,25,21,33,15,4,3,18,76,39,21,28,KTO/Caxias do Sul,92,15,18,33,11,40,26,7,0,26,114,35,28,17
2020/2021,1º TURNO,Minas,70,10,16,26,8,37,18,6,0,20,89,26,29,9,Paulistano,63,7,14,21,14,40,12,6,1,16,64,32,36,16
